Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS
SANTIAGO DEL ESTERO,Salavina,Villa Salavina,0,0,0,0,0,1,0,1
SANTIAGO DEL ESTERO,San Martín,Brea Pozo,0,0,0,1,0,1,0,74
SANTIAGO DEL ESTERO,San Martín,Estación Robles,0,0,0,0,0,1,0,0
SANTIAGO DEL ESTERO,San Martín,Estación Taboada,0,0,0,0,0,1,0,3
SANTIAGO DEL ESTERO,San Martín,Villa Nueva,0,0,0,0,0,0,0,1
SANTIAGO DEL ESTERO,Sarmiento,Garza,1,0,0,1,0,1,0,0
SANTIAGO DEL ESTERO,Silípica,Nueva Francia,1,0,0,0,0,1,0,31
SANTIAGO DEL ESTERO,Silípica,Árraga,1,0,0,2,0,1,0,83
SANTIAGO DEL ESTERO,Silípica,Simbol,1,0,0,0,0,0,0,1
TIERRA DEL FUEGO,Río Grande,Río Grande,6225,23991,135,2437,1,13,0,4
TIERRA DEL FUEGO,Río Grande,Tolhuin,251,0,0,2,0,3,0,64
TIERRA DEL FUEGO,Ushuaia,Laguna Escondida,0,0,0,0,0,1,0,0
TIERRA DEL FUEGO,Ushuaia,Ushuaia,2881,24014,170,1243,3,5,0,109
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base Orcadas,0,0,0,0,0,1,0,0
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base Belgrano Ii,0,0,0,1,0,0,0,0
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base San Martin,0,0,0,1,0,0,0,0
TUCUMAN,Burruyacú,7 de Abril,0,0,0,0,0,1,0,3
TUCUMAN,Burruyacú,OTROS,0,0,0,0,0,1,0,0
TUCUMAN,Burruyacú,Villa Burruyacú,0,0,0,0,0,3,0,3
TUCUMAN,Burruyacú,Garmendia,0,0,0,0,0,0,0,3
TUCUMAN,Burruyacú,Piedrabuena,0,0,0,0,0,0,0,3
TUCUMAN,Capital,San Miguel de Tucumán (Est. Tucumán),22302,19719,27,149883,338,15,0,373
TUCUMAN,Chicligasta,Arcadia,13,0,0,0,0,0,0,0
TUCUMAN,Chicligasta,Concepción,1029,5,0,5701,0,0,0,23
TUCUMAN,Cruz Alta,Alderetes,0,0,0,3905,5,0,0,0
TUCUMAN,Cruz Alta,Banda del Río Salí,0,4,0,4034,14,0,0,71
TUCUMAN,Cruz Alta,La Florida,0,0,0,0,0,1,0,11
TUCUMAN,Cruz Alta,Pacará,0,0,0,0,0,0,0,2
TUCUMAN,Cruz Alta,Ranchillos,0,0,0,20,0,0,0,2
TUCUMAN,Cruz Alta,San Andrés,339,0,0,2,0,0,0,0
TUCUMAN,Cruz Alta,El Bracho,0,0,0,0,0,0,0,10
TUCUMAN,Cruz Alta,Delfín Gallo,0,0,0,0,0,0,0,10
TUCUMAN,Cruz Alta,Los Ralos,0,0,0,0,0,0,0,10
TUCUMAN,Cruz Alta,Las Cejas,0,0,0,20,0,2,0,0
TUCUMAN,Cruz Alta,Colombres,0,0,0,0,0,0,0,1
TUCUMAN,Famaillá,Famaillá,416,0,0,117,0,1,0,79
TUCUMAN,Graneros,Graneros,0,0,0,0,0,2,0,17
TUCUMAN,Graneros,Lamadrid,0,0,0,4,0,1,0,21
TUCUMAN,Graneros,Taco Ralo,0,0,0,0,0,0,0,36
TUCUMAN,Juan Bautista Alberdi,Juan Bautista Alberdi,570,0,0,0,0,1,0,0
TUCUMAN,La Cocha,La Cocha,236,0,0,0,0,4,0,4
TUCUMAN,La Cocha,San José de La Cocha,0,0,0,0,0,1,0,1
TUCUMAN,Leales,Bella Vista,1112,0,0,95,4,0,0,55
TUCUMAN,Leales,Manuel García Fernández,27,0,0,0,0,0,0,0
TUCUMAN,Leales,Pala Pala,0,0,0,0,0,1,0,15
TUCUMAN,Leales,Río Colorado,0,0,0,0,0,0,0,85
TUCUMAN,Leales,Santa Rosa de Leales,0,0,0,0,0,0,0,30
TUCUMAN,Leales,Villa de Leales,0,0,0,0,0,0,0,30
TUCUMAN,Leales,Villa Fiad - Ingenio Leales,0,0,0,0,0,0,0,15
TUCUMAN,Leales,Estación Aráoz,0,0,0,20,0,0,0,0
TUCUMAN,Lules,El Manantial,0,3,0,2773,1,0,0,0
TUCUMAN,Lules,Ingenio San Pablo,580,0,0,193,0,0,0,155
TUCUMAN,Lules,La Reducción,287,0,0,0,0,0,0,0
TUCUMAN,Lules,Lules,637,1,0,2770,4,0,0,233
TUCUMAN,Monteros,Acheral,7,0,0,133,0,0,0,11
TUCUMAN,Monteros,Monteros,718,0,0,20,0,0,0,226
TUCUMAN,Monteros,Pueblo Independencia,4,0,0,0,0,0,0,0
TUCUMAN,Monteros,Río Seco,11,0,0,6,0,0,0,330
TUCUMAN,Monteros,Santa Lucía,1,0,0,0,0,0,0,13
TUCUMAN,Monteros,Villa Quinteros,11,0,0,0,0,0,0,391
TUCUMAN,Monteros,Capitán Cáceres,0,0,0,0,0,0,0,40
TUCUMAN,Monteros,Sargento Moya,0,0,0,0,0,0,0,29
TUCUMAN,Monteros,Teniente Berdina,0,0,0,0,0,0,0,26
TUCUMAN,OTROS,OTROS,0,0,0,0,9,0,0,0
TUCUMAN,Río Chico,Aguilares,1407,0,0,0,0,0,0,93
TUCUMAN,Río Chico,Los Sarmientos,33,0,0,0,0,0,0,0
TUCUMAN,Río Chico,Santa Ana,1,0,0,0,0,0,0,0
TUCUMAN,Río Chico,Río Chico,0,0,0,0,0,0,0,1
TUCUMAN,Simoca,Simoca,0,0,0,0,0,0,0,71
TUCUMAN,Simoca,Atahona,0,0,0,0,0,0,0,15
TUCUMAN,Simoca,Monteagudo,0,0,0,0,0,0,0,17
TUCUMAN,Simoca,Nueva Trinidad,0,0,0,0,0,0,0,68
TUCUMAN,Simoca,Villa Chicligasta,0,0,0,0,0,0,0,221
TUCUMAN,Tafí del Valle,Amaicha del Valle,0,0,0,474,0,1,0,206
TUCUMAN,Tafí del Valle,Colalao del Valle,0,0,0,0,0,0,0,64
TUCUMAN,Tafí del Valle,El Mollar,0,0,0,0,0,1,0,17
TUCUMAN,Tafí del Valle,Tafí del Valle,138,0,0,0,1,1,0,349
TUCUMAN,Tafí Viejo,Barrio Lomas de Tafí,151,0,0,0,0,0,0,0
TUCUMAN,Tafí Viejo,Barrio Mutual San Martín,13,0,0,0,0,0,0,0
TUCUMAN,Tafí Viejo,Tafí Viejo,2779,583,0,9962,11,0,0,11
TUCUMAN,Tafí Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6),0,0,0,609,0,0,0,0
TUCUMAN,Tafí Viejo,Villa Mariano Moreno - El Colmenar,0,0,0,7422,0,0,0,0
TUCUMAN,Trancas,San Pedro de Colalao,0,0,0,0,0,0,0,424
TUCUMAN,Trancas,Villa  de Trancas,95,0,0,0,33,0,0,71
TUCUMAN,Yerba Buena,Villa Carmela,636,0,0,0,1,0,0,79
TUCUMAN,Yerba Buena,Yerba Buena - Marcos Paz,129,46,0,17796,33,0,0,1
